Date,Price,Open,High,Low,Vol.,Change %
"May 24, 2012","1,475.89","1,486.15","1,488.11","1,473.14",,-0.71%
"May 23, 2012","1,486.49","1,479.49","1,489.95","1,474.79",,0.49%
"May 22, 2012","1,479.31","1,494.88","1,496.33","1,476.11",,-1.09%
"May 21, 2012","1,495.64","1,493.13","1,497.78","1,486.40",,0.11%
"May 18, 2012","1,494.00","1,478.56","1,495.41","1,477.98",,0.95%
"May 17, 2012","1,479.92","1,482.34","1,485.02","1,477.72",,-0.21%
"May 16, 2012","1,483.03","1,471.19","1,491.49","1,471.08",,0.77%
"May 15, 2012","1,471.69","1,479.13","1,483.40","1,469.92",,-0.55%
"May 14, 2012","1,479.86","1,479.90","1,486.85","1,478.67",,-0.31%
"May 11, 2012","1,484.42","1,477.50","1,487.70","1,476.06",,0.41%
"May 10, 2012","1,478.39","1,479.45","1,482.53","1,475.10",,-0.12%
"May 09, 2012","1,480.12","1,478.83","1,484.91","1,475.35",,0.01%
"May 08, 2012","1,480.01","1,485.89","1,487.86","1,476.72",,-0.42%
"May 07, 2012","1,486.26","1,479.12","1,487.62","1,470.72",,0.01%
"May 04, 2012","1,486.09","1,486.80","1,492.09","1,482.86",,-0.11%
"May 03, 2012","1,487.76","1,485.65","1,489.64","1,479.33",,0.07%
"May 02, 2012","1,486.66","1,492.16","1,494.80","1,481.25",,-0.41%
"May 01, 2012","1,492.72","1,495.52","1,501.24","1,489.45",,-0.25%
"Apr 30, 2012","1,496.43","1,496.89","1,501.18","1,489.46",,-0.21%
"Apr 27, 2012","1,499.57","1,493.54","1,506.22","1,491.96",,0.20%
"Apr 26, 2012","1,496.53","1,504.11","1,506.66","1,494.58",,-0.55%
"Apr 25, 2012","1,504.84","1,502.99","1,510.40","1,498.57",,0.09%
"Apr 24, 2012","1,503.51","1,501.76","1,506.45","1,497.31",,0.12%
"Apr 23, 2012","1,501.69","1,501.99","1,505.06","1,496.72",,-0.33%
"Apr 20, 2012","1,506.62","1,497.85","1,507.19","1,495.17",,0.54%
"Apr 19, 2012","1,498.59","1,496.14","1,498.82","1,487.40",,0.13%
"Apr 18, 2012","1,496.64","1,488.54","1,497.62","1,486.43",,0.48%
"Apr 17, 2012","1,489.44","1,491.37","1,498.29","1,487.48",,-0.22%
"Apr 16, 2012","1,492.72","1,480.92","1,494.35","1,477.97",,0.61%
"Apr 13, 2012","1,483.64","1,495.92","1,498.19","1,480.47",,-0.87%
"Apr 12, 2012","1,496.62","1,498.64","1,503.90","1,493.32",,-0.18%
"Apr 11, 2012","1,499.39","1,490.58","1,505.75","1,489.10",,0.57%
"Apr 10, 2012","1,490.89","1,490.15","1,497.38","1,487.28",,0.01%
"Apr 09, 2012","1,490.81","1,482.59","1,495.56","1,478.52",,0.50%
"Apr 06, 2012","1,483.45","1,475.55","1,484.72","1,473.22",,0.45%
"Apr 05, 2012","1,476.81","1,485.69","1,488.42","1,473.14",,-0.65%
"Apr 04, 2012","1,486.45","1,488.18","1,493.55","1,481.54",,-0.23%
"Apr 03, 2012","1,489.95","1,498.32","1,502.91","1,486.15",,-0.66%
"Apr 02, 2012","1,499.82","1,511.21","1,514.75","1,497.70",,-0.70%
"Mar 30, 2012","1,510.41","1,514.04","1,517.33","1,506.47",,-0.31%
"Mar 29, 2012","1,515.13","1,512.98","1,518.14","1,508.03",,0.05%
"Mar 28, 2012","1,514.32","1,512.90","1,519.97","1,506.71",,0.03%
"Mar 27, 2012","1,513.88","1,512.69","1,522.01","1,510.00",,0.00%
"Mar 26, 2012","1,513.86","1,506.26","1,518.68","1,504.88",,0.45%
"Mar 23, 2012","1,507.15","1,494.97","1,509.91","1,493.66",,0.77%
"Mar 22, 2012","1,495.62","1,492.50","1,498.69","1,486.72",,0.12%
"Mar 21, 2012","1,493.83","1,490.83","1,499.80","1,486.37",,0.17%
"Mar 20, 2012","1,491.24","1,481.93","1,495.53","1,480.47",,0.57%
"Mar 19, 2012","1,482.84","1,483.56","1,488.53","1,474.73",,-0.03%
"Mar 16, 2012","1,483.32","1,470.04","1,484.89","1,467.71",,0.83%
"Mar 15, 2012","1,471.06","1,475.34","1,476.80","1,466.21",,-0.34%
"Mar 14, 2012","1,476.12","1,467.91","1,479.07","1,464.83",,0.45%
"Mar 13, 2012","1,469.53","1,476.85","1,480.92","1,466.68",,-0.58%
"Mar 12, 2012","1,478.14","1,463.08","1,480.69","1,462.52",,0.87%
"Mar 09, 2012","1,465.34","1,480.43","1,484.08","1,461.40",,-1.04%
"Mar 08, 2012","1,480.70","1,475.90","1,484.01","1,469.57",,0.26%
"Mar 07, 2012","1,476.90","1,474.01","1,481.56","1,472.79",,0.17%
"Mar 06, 2012","1,474.45","1,478.28","1,483.89","1,472.55",,-0.24%
"Mar 05, 2012","1,478.05","1,470.69","1,480.17","1,469.57",,0.39%
"Mar 02, 2012","1,472.30","1,483.49","1,485.88","1,470.46",,-0.81%
"Mar 01, 2012","1,484.32","1,490.80","1,493.78","1,482.93",,-0.50%
"Feb 29, 2012","1,491.74","1,515.17","1,518.43","1,488.32",,-1.60%
"Feb 28, 2012","1,516.07","1,507.92","1,517.49","1,507.13",,0.47%
"Feb 27, 2012","1,509.04","1,513.24","1,521.83","1,505.90",,-0.28%
"Feb 24, 2012","1,513.30","1,507.22","1,516.78","1,501.81",,0.35%
"Feb 23, 2012","1,507.95","1,494.19","1,510.39","1,492.47",,0.87%
"Feb 22, 2012","1,494.97","1,488.89","1,496.76","1,487.50",,0.33%
"Feb 21, 2012","1,490.06","1,485.18","1,494.56","1,480.02",,0.29%
"Feb 20, 2012","1,485.68","1,484.85","1,491.53","1,479.59",,0.24%
"Feb 17, 2012","1,482.12","1,479.04","1,484.27","1,473.50",,0.17%
"Feb 16, 2012","1,479.65","1,469.36","1,484.55","1,466.54",,0.63%
"Feb 15, 2012","1,470.35","1,477.61","1,480.13","1,465.44",,-0.49%
"Feb 14, 2012","1,477.53","1,477.77","1,488.55","1,472.28",,-0.04%
"Feb 13, 2012","1,478.05","1,483.15","1,489.93","1,476.44",,-0.20%
"Feb 10, 2012","1,480.99","1,484.99","1,493.61","1,477.98",,-0.40%
"Feb 09, 2012","1,486.88","1,480.57","1,489.22","1,475.43",,0.35%
"Feb 08, 2012","1,481.72","1,480.92","1,485.63","1,473.81",,-0.02%
"Feb 07, 2012","1,482.09","1,471.01","1,483.97","1,464.00",,0.77%
"Feb 06, 2012","1,470.77","1,463.19","1,473.88","1,459.82",,0.17%
"Feb 03, 2012","1,468.24","1,466.63","1,478.17","1,460.93",,0.01%
"Feb 02, 2012","1,468.12","1,478.33","1,481.06","1,465.01",,-0.71%
"Feb 01, 2012","1,478.60","1,472.20","1,485.45","1,467.98",,0.40%
"Jan 31, 2012","1,472.68","1,481.19","1,485.25","1,467.76",,-0.64%
"Jan 30, 2012","1,482.12","1,483.62","1,486.54","1,476.64",,-0.03%
"Jan 27, 2012","1,482.59","1,470.27","1,482.82","1,467.46",,0.82%
"Jan 26, 2012","1,470.59","1,476.01","1,479.09","1,467.14",,-0.51%
"Jan 25, 2012","1,478.11","1,470.81","1,479.57","1,459.43",,0.44%
"Jan 24, 2012","1,471.61","1,468.34","1,477.86","1,463.60",,0.11%
"Jan 23, 2012","1,470.03","1,458.17","1,480.26","1,458.06",,0.27%
"Jan 20, 2012","1,466.01","1,469.57","1,474.84","1,461.40",,-0.30%
"Jan 19, 2012","1,470.36","1,463.26","1,471.49","1,458.56",,0.38%
"Jan 18, 2012","1,464.77","1,455.29","1,466.67","1,454.75",,0.53%
"Jan 17, 2012","1,457.02","1,458.35","1,465.13","1,453.01",,-0.13%
"Jan 16, 2012","1,458.89","1,453.70","1,461.91","1,453.12",,-0.02%
"Jan 13, 2012","1,459.22","1,476.39","1,479.56","1,451.33",,-1.28%
"Jan 12, 2012","1,478.13","1,472.17","1,484.57","1,468.73",,0.32%
"Jan 11, 2012","1,473.38","1,473.43","1,482.56","1,469.84",,-0.11%
"Jan 10, 2012","1,474.99","1,476.97","1,481.65","1,471.75",,-0.22%
"Jan 09, 2012","1,478.19","1,472.16","1,485.09","1,469.02",,0.13%
"Jan 06, 2012","1,476.22","1,477.60","1,490.35","1,473.78",,-0.11%
"Jan 05, 2012","1,477.78","1,484.90","1,491.58","1,475.41",,-0.58%
"Jan 04, 2012","1,486.37","1,493.83","1,501.19","1,482.33",,-0.58%
"Jan 03, 2012","1,495.02","1,493.31","1,501.77","1,488.32",,0.09%
"Jan 02, 2012","1,493.66","1,498.87","1,501.42","1,491.23",,-0.44%
"Dec 30, 2011","1,500.24","1,498.82","1,507.04","1,494.53",,0.06%
"Dec 29, 2011","1,499.41","1,496.93","1,499.99","1,484.10",,0.13%
"Dec 28, 2011","1,497.40","1,510.32","1,515.57","1,493.69",,-0.91%
"Dec 27, 2011","1,511.09","1,507.89","1,517.11","1,502.04",,0.20%
"Dec 26, 2011","1,508.14","1,498.76","1,511.26","1,493.62",,0.57%
"Dec 23, 2011","1,499.58","1,505.85","1,507.72","1,497.72",,-0.47%
"Dec 22, 2011","1,506.62","1,501.22","1,516.87","1,499.72",,0.32%
"Dec 21, 2011","1,501.81","1,513.24","1,517.90","1,498.69",,-0.86%
"Dec 20, 2011","1,514.84","1,528.15","1,530.45","1,508.45",,-0.89%
"Dec 19, 2011","1,528.48","1,510.92","1,534.54","1,508.56",,1.19%
"Dec 16, 2011","1,510.47","1,505.42","1,516.15","1,502.33",,0.29%
"Dec 15, 2011","1,506.10","1,503.08","1,513.38","1,500.21",,0.13%
"Dec 14, 2011","1,504.10","1,507.46","1,514.39","1,499.30",,-0.37%
"Dec 13, 2011","1,509.68","1,515.45","1,528.99","1,504.91",,-0.44%
"Dec 12, 2011","1,516.28","1,534.27","1,535.44","1,512.46",,-1.16%
"Dec 09, 2011","1,534.13","1,512.27","1,540.79","1,511.59",,1.38%
"Dec 08, 2011","1,513.22","1,514.33","1,523.12","1,506.26",,-0.11%
"Dec 07, 2011","1,514.83","1,512.08","1,517.09","1,508.65",,0.11%
"Dec 06, 2011","1,513.09","1,505.59","1,517.19","1,504.58",,0.36%
"Dec 05, 2011","1,507.72","1,515.47","1,520.69","1,503.91",,-0.31%
"Dec 02, 2011","1,512.47","1,516.56","1,533.41","1,507.80",,-0.31%
"Dec 01, 2011","1,517.18","1,532.00","1,534.32","1,507.83",,-1.02%
"Nov 30, 2011","1,532.84","1,517.24","1,543.33","1,514.44",,0.90%
"Nov 29, 2011","1,519.16","1,534.21","1,537.34","1,516.90",,-1.02%
"Nov 28, 2011","1,534.88","1,547.44","1,549.26","1,531.11",,-0.25%
"Nov 25, 2011","1,538.68","1,541.66","1,552.50","1,536.05",,-0.26%
"Nov 24, 2011","1,542.74","1,547.39","1,553.43","1,535.88",,-0.34%
"Nov 23, 2011","1,548.03","1,544.84","1,554.21","1,543.28",,0.07%
"Nov 22, 2011","1,546.94","1,542.25","1,553.75","1,540.42",,0.20%
"Nov 21, 2011","1,543.89","1,537.66","1,548.69","1,532.00",,0.29%
"Nov 18, 2011","1,539.47","1,525.11","1,551.36","1,524.20",,0.89%
"Nov 17, 2011","1,525.84","1,528.36","1,538.04","1,521.38",,-0.26%
"Nov 16, 2011","1,529.88","1,527.42","1,539.54","1,523.70",,0.11%
"Nov 15, 2011","1,528.16","1,535.15","1,536.92","1,522.91",,-0.54%
"Nov 14, 2011","1,536.45","1,555.11","1,557.32","1,530.30",,-0.84%
"Nov 11, 2011","1,549.41","1,539.20","1,554.37","1,528.81",,0.55%
"Nov 10, 2011","1,540.90","1,515.37","1,548.60","1,511.79",,1.61%
"Nov 09, 2011","1,516.44","1,541.29","1,546.95","1,512.91",,-1.67%
"Nov 08, 2011","1,542.26","1,536.26","1,548.41","1,531.34",,0.33%
"Nov 07, 2011","1,537.19","1,536.63","1,545.74","1,529.85",,0.31%
"Nov 04, 2011","1,532.39","1,557.05","1,560.53","1,522.63",,-1.64%
"Nov 03, 2011","1,557.91","1,541.36","1,562.41","1,533.96",,1.00%
"Nov 02, 2011","1,542.56","1,536.65","1,550.95","1,529.92",,0.35%
"Nov 01, 2011","1,537.11","1,540.47","1,544.99","1,526.89",,-0.29%
"Oct 31, 2011","1,541.55","1,559.82","1,563.71","1,537.35",,-1.22%
"Oct 28, 2011","1,560.58","1,567.74","1,570.93","1,559.38",,-0.59%
"Oct 27, 2011","1,569.88","1,572.83","1,578.08","1,553.91",,-0.39%
"Oct 26, 2011","1,575.96","1,572.97","1,582.00","1,565.36",,0.22%
"Oct 25, 2011","1,572.55","1,576.72","1,577.78","1,562.29",,-0.29%
"Oct 24, 2011","1,577.14","1,590.48","1,592.26","1,570.10",,-1.08%
"Oct 21, 2011","1,594.36","1,579.76","1,595.16","1,572.01",,0.85%
"Oct 20, 2011","1,580.85","1,558.90","1,582.79","1,558.68",,1.34%
"Oct 19, 2011","1,559.88","1,579.18","1,580.73","1,556.30",,-1.24%
"Oct 18, 2011","1,579.53","1,576.20","1,588.84","1,564.59",,0.08%
"Oct 17, 2011","1,578.27","1,604.87","1,606.26","1,572.28",,-1.62%
"Oct 14, 2011","1,604.32","1,594.34","1,606.52","1,588.69",,0.51%
"Oct 13, 2011","1,596.18","1,604.91","1,607.57","1,585.38",,-0.63%
"Oct 12, 2011","1,606.24","1,598.06","1,611.71","1,587.41",,0.48%
"Oct 11, 2011","1,598.57","1,592.29","1,603.38","1,580.36",,0.32%
"Oct 10, 2011","1,593.43","1,567.88","1,600.09","1,565.66",,1.72%
"Oct 07, 2011","1,566.51","1,589.14","1,594.91","1,563.67",,-1.48%
"Oct 06, 2011","1,590.11","1,584.33","1,593.04","1,569.67",,0.37%
"Oct 05, 2011","1,584.29","1,599.50","1,600.29","1,575.12",,-1.04%
"Oct 04, 2011","1,600.89","1,555.24","1,603.05","1,554.41",,2.97%
"Oct 03, 2011","1,554.71","1,574.85","1,581.06","1,553.12",,-1.66%
"Sep 30, 2011","1,581.02","1,594.10","1,602.58","1,580.16",,-0.98%
"Sep 29, 2011","1,596.74","1,588.61","1,608.43","1,587.55",,0.39%
"Sep 28, 2011","1,590.49","1,588.84","1,602.26","1,580.77",,0.06%
"Sep 27, 2011","1,589.59","1,597.54","1,602.49","1,576.27",,-0.63%
"Sep 26, 2011","1,599.72","1,573.43","1,610.23","1,571.10",,1.68%
"Sep 23, 2011","1,573.25","1,587.76","1,617.40","1,562.71",,-0.95%
"Sep 22, 2011","1,588.38","1,560.47","1,601.70","1,557.94",,1.76%
"Sep 21, 2011","1,560.92","1,567.28","1,586.15","1,558.06",,-0.50%
"Sep 20, 2011","1,568.77","1,557.86","1,574.45","1,549.31",,0.56%
"Sep 19, 2011","1,559.96","1,520.65","1,564.00","1,519.76",,1.61%
"Sep 16, 2011","1,535.19","1,545.52","1,546.06","1,523.88",,-0.76%
"Sep 15, 2011","1,546.95","1,520.65","1,552.53","1,508.27",,1.65%
"Sep 14, 2011","1,521.89","1,473.10","1,526.21","1,471.59",,3.24%
"Sep 13, 2011","1,474.06","1,471.59","1,480.19","1,459.64",,0.08%
"Sep 12, 2011","1,472.82","1,461.17","1,475.53","1,453.84",,0.12%
"Sep 09, 2011","1,471.11","1,492.90","1,500.61","1,467.66",,-1.53%
"Sep 08, 2011","1,494.03","1,506.65","1,515.55","1,491.72",,-0.93%
"Sep 07, 2011","1,507.99","1,503.17","1,517.02","1,498.92",,0.23%
"Sep 06, 2011","1,504.46","1,506.90","1,534.25","1,500.63",,-0.19%
"Sep 05, 2011","1,507.28","1,508.71","1,514.94","1,503.68",,-0.43%
"Sep 02, 2011","1,513.74","1,516.80","1,520.76","1,505.99",,-0.28%
"Sep 01, 2011","1,517.99","1,530.79","1,532.90","1,508.45",,-0.91%
"Aug 31, 2011","1,531.88","1,545.05","1,549.89","1,527.55",,-0.94%
"Aug 30, 2011","1,546.36","1,558.37","1,560.54","1,543.80",,-0.80%
"Aug 29, 2011","1,558.77","1,564.74","1,566.43","1,554.31",,-0.45%
"Aug 26, 2011","1,565.89","1,565.00","1,567.79","1,549.47",,-0.05%
"Aug 25, 2011","1,566.60","1,560.71","1,571.59","1,555.49",,0.31%
"Aug 24, 2011","1,561.76","1,554.94","1,566.99","1,549.45",,0.34%
"Aug 23, 2011","1,556.53","1,554.93","1,563.41","1,548.62",,0.05%
"Aug 22, 2011","1,555.76","1,562.74","1,564.76","1,553.33",,-0.62%
"Aug 19, 2011","1,565.51","1,550.93","1,571.71","1,544.98",,0.85%
"Aug 18, 2011","1,552.32","1,541.17","1,553.93","1,536.41",,0.60%
"Aug 17, 2011","1,543.03","1,541.70","1,551.78","1,537.65",,-0.02%
"Aug 16, 2011","1,543.35","1,542.51","1,551.51","1,537.00",,-0.02%
"Aug 15, 2011","1,543.68","1,538.40","1,562.95","1,538.40",,0.40%
"Aug 12, 2011","1,537.60","1,535.25","1,542.23","1,523.49",,0.10%
"Aug 11, 2011","1,536.14","1,533.57","1,546.18","1,528.13",,0.01%
"Aug 10, 2011","1,535.97","1,561.64","1,562.95","1,529.42",,-1.55%
"Aug 09, 2011","1,560.20","1,537.77","1,561.39","1,536.14",,1.35%
"Aug 08, 2011","1,539.41","1,535.06","1,556.62","1,524.71",,0.98%
"Aug 05, 2011","1,524.46","1,496.40","1,526.28","1,491.83",,1.81%
"Aug 04, 2011","1,497.32","1,515.18","1,521.74","1,495.34",,-1.21%
"Aug 03, 2011","1,515.65","1,492.62","1,522.25","1,490.83",,1.40%
"Aug 02, 2011","1,494.66","1,496.41","1,501.91","1,486.64",,-0.16%
"Aug 01, 2011","1,497.09","1,513.02","1,519.06","1,486.41",,-1.36%
"Jul 29, 2011","1,517.77","1,508.35","1,519.67","1,499.63",,0.53%
"Jul 28, 2011","1,509.77","1,513.63","1,515.54","1,498.49",,-0.28%
"Jul 27, 2011","1,514.00","1,522.08","1,528.37","1,507.20",,-0.59%
"Jul 26, 2011","1,522.94","1,515.52","1,527.44","1,514.03",,0.42%
"Jul 25, 2011","1,516.53","1,511.94","1,522.49","1,508.58",,0.52%
"Jul 22, 2011","1,508.63","1,514.85","1,519.55","1,506.24",,-0.48%
"Jul 21, 2011","1,515.97","1,498.78","1,521.59","1,490.75",,1.13%
"Jul 20, 2011","1,499.09","1,494.35","1,503.72","1,490.96",,0.20%
"Jul 19, 2011","1,496.08","1,494.39","1,507.74","1,489.81",,-0.01%
"Jul 18, 2011","1,496.22","1,493.08","1,499.05","1,486.07",,-0.13%
"Jul 15, 2011","1,498.16","1,495.13","1,502.11","1,490.72",,0.11%
"Jul 14, 2011","1,496.54","1,498.18","1,509.98","1,491.46",,-0.15%
"Jul 13, 2011","1,498.81","1,487.15","1,506.29","1,482.97",,0.68%
"Jul 12, 2011","1,488.76","1,485.05","1,498.01","1,475.36",,0.27%
"Jul 11, 2011","1,484.80","1,502.10","1,509.38","1,478.95",,-1.56%
"Jul 08, 2011","1,508.26","1,526.87","1,528.72","1,500.94",,-1.30%
"Jul 07, 2011","1,528.07","1,525.01","1,530.12","1,512.76",,0.13%
"Jul 06, 2011","1,526.12","1,537.39","1,542.73","1,518.57",,-0.82%
"Jul 05, 2011","1,538.77","1,546.14","1,548.94","1,535.51",,-0.49%
"Jul 04, 2011","1,546.31","1,547.86","1,552.38","1,540.62",,-0.06%
"Jul 01, 2011","1,547.28","1,545.82","1,553.05","1,539.24",,-0.03%
"Jun 30, 2011","1,547.79","1,547.44","1,554.24","1,542.00",,-0.08%
"Jun 29, 2011","1,549.04","1,551.28","1,556.79","1,542.37",,-0.25%
"Jun 28, 2011","1,552.88","1,546.81","1,560.64","1,541.83",,0.32%
"Jun 27, 2011","1,547.87","1,530.35","1,552.52","1,525.71",,1.09%
"Jun 24, 2011","1,531.22","1,539.90","1,544.05","1,525.17",,-0.63%
"Jun 23, 2011","1,540.95","1,538.79","1,544.33","1,520.70",,0.01%
"Jun 22, 2011","1,540.87","1,547.14","1,552.23","1,538.79",,-0.55%
"Jun 21, 2011","1,549.38","1,548.91","1,558.53","1,543.44",,-0.03%
"Jun 20, 2011","1,549.86","1,549.65","1,556.90","1,539.74",,-0.27%
"Jun 17, 2011","1,554.10","1,550.63","1,557.47","1,533.31",,0.16%
"Jun 16, 2011","1,551.58","1,539.12","1,552.56","1,532.89",,0.72%
"Jun 15, 2011","1,540.44","1,560.31","1,563.80","1,532.88",,-1.36%
"Jun 14, 2011","1,561.65","1,566.05","1,570.49","1,558.77",,-0.33%
"Jun 13, 2011","1,566.89","1,553.16","1,568.23","1,552.18",,0.70%
"Jun 10, 2011","1,556.04","1,567.01","1,573.80","1,552.29",,-0.77%
"Jun 09, 2011","1,568.13","1,579.13","1,587.75","1,566.47",,-0.76%
"Jun 08, 2011","1,580.14","1,581.56","1,590.96","1,573.13",,-0.15%
"Jun 07, 2011","1,582.48","1,572.97","1,590.52","1,572.54",,0.51%
"Jun 06, 2011","1,574.42","1,575.33","1,580.89","1,570.92",,-0.17%
"Jun 03, 2011","1,577.13","1,565.43","1,578.00","1,556.74",,0.66%
"Jun 02, 2011","1,566.79","1,543.30","1,568.76","1,543.30",,1.51%
"Jun 01, 2011","1,543.55","1,551.35","1,557.42","1,541.58",,-0.59%
"May 31, 2011","1,552.66","1,542.56","1,557.09","1,540.44",,0.64%
"May 30, 2011","1,542.84","1,548.52","1,549.21","1,539.43",,-0.49%
"May 27, 2011","1,550.43","1,539.19","1,550.54","1,530.25",,0.67%
"May 26, 2011","1,540.12","1,550.65","1,552.35","1,531.79",,-0.75%
"May 25, 2011","1,551.68","1,541.19","1,556.16","1,537.09",,0.61%
"May 24, 2011","1,542.24","1,541.86","1,545.41","1,534.31",,-0.04%
"May 23, 2011","1,542.79","1,529.86","1,545.19","1,525.85",,0.66%
"May 20, 2011","1,532.70","1,553.52","1,557.47","1,529.96",,-1.44%
"May 19, 2011","1,555.16","1,550.18","1,556.58","1,542.70",,0.29%
"May 18, 2011","1,550.62","1,549.20","1,554.64","1,543.63",,0.05%
"May 17, 2011","1,549.80","1,545.74","1,550.14","1,536.46",,0.24%
"May 16, 2011","1,546.12","1,530.00","1,555.29","1,528.15",,0.73%
"May 13, 2011","1,534.88","1,549.31","1,558.90","1,528.48",,-1.00%
"May 12, 2011","1,550.35","1,528.24","1,554.27","1,527.38",,1.44%
"May 11, 2011","1,528.41","1,555.52","1,557.96","1,524.69",,-1.82%
"May 10, 2011","1,556.78","1,551.45","1,557.53","1,543.97",,0.21%
"May 09, 2011","1,553.47","1,558.96","1,563.05","1,542.50",,0.00%
"May 06, 2011","1,553.47","1,572.21","1,586.47","1,552.56",,-1.25%
"May 05, 2011","1,573.13","1,595.72","1,611.85","1,568.75",,-1.45%
"May 04, 2011","1,596.23","1,590.19","1,603.48","1,588.34",,0.29%
"May 03, 2011","1,591.62","1,578.64","1,596.08","1,575.13",,0.71%
"May 02, 2011","1,580.33","1,583.10","1,588.74","1,572.71",,-0.08%
"Apr 29, 2011","1,581.59","1,589.83","1,595.78","1,580.53",,-0.60%
"Apr 28, 2011","1,591.21","1,591.36","1,597.70","1,584.67",,-0.07%
"Apr 27, 2011","1,592.40","1,584.59","1,594.35","1,578.78",,0.41%
"Apr 26, 2011","1,585.84","1,576.68","1,589.81","1,571.15",,0.49%
"Apr 25, 2011","1,578.07","1,573.32","1,582.16","1,571.41",,0.29%
"Apr 22, 2011","1,573.57","1,571.44","1,578.57","1,570.03",,0.04%
"Apr 21, 2011","1,573.00","1,564.71","1,582.48","1,562.99",,0.44%
"Apr 20, 2011","1,566.11","1,554.45","1,572.22","1,553.47",,0.63%
"Apr 19, 2011","1,556.26","1,547.35","1,560.17","1,546.81",,0.44%
"Apr 18, 2011","1,549.37","1,567.13","1,569.25","1,543.22",,-1.33%
"Apr 15, 2011","1,570.20","1,572.06","1,581.15","1,565.24",,-0.22%
"Apr 14, 2011","1,573.62","1,567.53","1,579.51","1,564.45",,0.28%
"Apr 13, 2011","1,569.25","1,579.33","1,586.58","1,565.47",,-0.73%
"Apr 12, 2011","1,580.78","1,569.01","1,586.85","1,565.98",,0.61%
"Apr 11, 2011","1,571.27","1,564.14","1,572.46","1,563.17",,0.24%
"Apr 08, 2011","1,567.57","1,553.95","1,568.65","1,552.01",,0.77%
"Apr 07, 2011","1,555.65","1,554.81","1,561.75","1,549.03",,-0.03%
"Apr 06, 2011","1,556.07","1,544.57","1,558.03","1,543.20",,0.61%
"Apr 05, 2011","1,546.64","1,545.81","1,552.65","1,539.28",,-0.08%
"Apr 04, 2011","1,547.83","1,546.05","1,551.92","1,538.55",,0.05%
"Apr 01, 2011","1,546.99","1,552.10","1,556.17","1,530.93",,-0.41%
"Mar 31, 2011","1,553.41","1,557.43","1,561.39","1,547.37",,-0.35%
"Mar 30, 2011","1,558.84","1,567.03","1,570.32","1,546.23",,-0.61%
"Mar 29, 2011","1,568.38","1,566.19","1,573.11","1,562.79",,-0.03%
"Mar 28, 2011","1,568.88","1,559.98","1,572.44","1,557.09",,0.26%
"Mar 25, 2011","1,564.81","1,584.94","1,587.44","1,560.76",,-1.35%
"Mar 24, 2011","1,586.28","1,579.83","1,591.43","1,572.64",,0.31%
"Mar 23, 2011","1,581.33","1,589.35","1,598.06","1,578.59",,-0.65%
"Mar 22, 2011","1,591.71","1,591.75","1,600.98","1,587.14",,-0.24%
"Mar 21, 2011","1,595.60","1,595.50","1,601.22","1,585.46",,-0.01%
"Mar 18, 2011","1,595.78","1,588.42","1,596.67","1,574.68",,0.22%
"Mar 17, 2011","1,592.24","1,579.65","1,595.85","1,575.34",,0.65%
"Mar 16, 2011","1,582.03","1,586.52","1,590.03","1,574.09",,-0.42%
"Mar 15, 2011","1,588.67","1,570.98","1,592.13","1,567.66",,0.93%
"Mar 14, 2011","1,573.99","1,568.52","1,583.21","1,560.94",,0.47%
"Mar 11, 2011","1,566.70","1,552.67","1,567.49","1,549.08",,0.75%
"Mar 10, 2011","1,555.09","1,547.56","1,560.41","1,546.78",,0.33%
"Mar 09, 2011","1,549.99","1,549.75","1,555.87","1,542.26",,-0.10%
"Mar 08, 2011","1,551.51","1,559.54","1,565.39","1,548.97",,-0.80%
"Mar 07, 2011","1,564.01","1,563.94","1,570.92","1,557.59",,0.05%
"Mar 04, 2011","1,563.26","1,554.86","1,564.60","1,553.42",,0.31%
"Mar 03, 2011","1,558.46","1,554.20","1,564.06","1,546.89",,0.05%
"Mar 02, 2011","1,557.62","1,548.31","1,565.40","1,546.60",,0.35%
"Mar 01, 2011","1,552.21","1,552.24","1,558.25","1,545.62",,-0.06%
"Feb 28, 2011","1,553.15","1,549.04","1,561.32","1,543.45",,0.22%
"Feb 25, 2011","1,549.74","1,559.75","1,564.36","1,545.65",,-0.75%
"Feb 24, 2011","1,561.52","1,549.45","1,568.25","1,546.71",,0.51%
"Feb 23, 2011","1,553.57","1,538.65","1,556.63","1,532.92",,0.70%
"Feb 22, 2011","1,542.74","1,530.34","1,546.39","1,526.48",,0.77%
"Feb 21, 2011","1,530.88","1,520.67","1,533.42","1,518.79",,0.45%
"Feb 18, 2011","1,523.99","1,516.50","1,527.50","1,504.74",,0.46%
"Feb 17, 2011","1,516.98","1,511.36","1,521.79","1,510.25",,0.06%
"Feb 16, 2011","1,516.07","1,512.34","1,523.12","1,505.72",,0.00%
"Feb 15, 2011","1,516.01","1,515.26","1,523.72","1,507.85",,-0.05%
"Feb 14, 2011","1,516.72","1,514.13","1,525.20","1,510.44",,-0.63%
"Feb 11, 2011","1,526.28","1,518.67","1,532.28","1,515.42",,0.28%
"Feb 10, 2011","1,522.01","1,524.25","1,534.52","1,517.67",,-0.19%
"Feb 09, 2011","1,524.93","1,497.28","1,526.59","1,496.62",,1.62%
"Feb 08, 2011","1,500.56","1,496.63","1,510.59","1,495.63",,0.10%
